>>> [main] B-Tag Reweight: QCD_HT1500to2000

  [BTagSFProcessor] b-tag JSON: /Users/jhlee/correctionLib/corrections/jsonpog-integration/POG/BTV/2017_UL/btagging.json.gz
  [BTagSFProcessor] deepJet_shape inputs (5): systematic flavor abseta pt discriminant 
  [BTagSFProcessor] trigger SF JSON: TriggerSF/trigger_sf.json.gz
  [BTagSFProcessor] Init complete.


╔══════════════════════════════════════════════════════════════╗
║          B-Tag Reweight Configuration                        ║
╠══════════════════════════════════════════════════════════════╣
║ [Section 1] Path & I/O                                       ║
╟──────────────────────────────────────────────────────────────╢
  Input base dir : /Users/jhlee/ttHH/ntuple/skimmed/gen_tier3/
  Tree path      : Tree/Tree
  Trigger SF JSON: TriggerSF/trigger_sf.json.gz
╟──────────────────────────────────────────────────────────────╢
║ [Section 1-C] B-Tag Reweight                                 ║
╟──────────────────────────────────────────────────────────────╢
  btagCorrectionName    : deepJet_shape
  btagReweightJSON      : btagNormReweight.json
  btagOutPrefix         : bTagReweight_
  btagMaxNJetsBin       : 25
  btagMaxJetsForPerJet  : 12
  btagSystematics       : 19 variations
  btagJSONPaths         :
    /cvmfs/cms-griddata.cern.ch/cat/metadata/BTV/Run2-2017-UL-NanoAODv9/latest/btagging.json.gz
    /Users/jhlee/correctionLib/corrections/jsonpog-integration/POG/BTV/2017_UL/btagging.json.gz
╟──────────────────────────────────────────────────────────────╢
║ Reweight Axis                                                ║
╟──────────────────────────────────────────────────────────────╢
  useHTForReweight      : TRUE (2D: nJets × HT)
  reweightHT_edges      : [500, 550, 600, 700, 800, 1000, 1100, 1200, 1300, 1400, 1500, 1600, 1700, 1800, 2100, 2500]
  nHTBins               : 15
  totalReweightBins     : 390
╟──────────────────────────────────────────────────────────────╢
║ [Section 2] Analysis Flags                                   ║
╟──────────────────────────────────────────────────────────────╢
  minNJets         : 6
  verbose          : false
  progressInterval : 10000000
╟──────────────────────────────────────────────────────────────╢
║ [Section 3] Histogram Definitions                            ║
╟──────────────────────────────────────────────────────────────╢
  nJets  : 20 bins [5.5, 25.5]
  HT     : 50 bins [0, 2500] GeV
  nbJets : 10 bins [-0.5, 9.5]
  jetPt  : 50 bins [0, 600] GeV
  bTag   : 50 bins [0, 1]
╚══════════════════════════════════════════════════════════════╝

Sample Name: QCD_HT1500to2000
  Type   : MC
  Weight : 0.365896

>>> Total entries: 1506846

  Reweight mode  : 2D (nJets × HT)
  Total flat bins: 390
  nHTBins        : 15

╔══════════════════════════════════════════════════════════════╗
║  Pass 1: Accumulating per-process (Σω_noSF, Σω_withSF)       ║
║  Process groups for this sample: tt+LF
╚══════════════════════════════════════════════════════════════╝
    [Pass 1] 0 / 1506846 (0.0%)

  Per-process accumulators (central):
  ── tt+LF ──
  bin  | sumNoSF        | sumWithSF      | local r (preview)
  -----+----------------+----------------+---------
    91 |         0.2551 |         0.3401 | 0.749878
    92 |         0.6829 |         1.9024 | 0.358962
    93 |         3.6117 |         5.5388 | 0.652070
    94 |        70.4987 |       101.2841 | 0.696049
    95 |       150.1871 |       198.3295 | 0.757260
    96 |       363.1769 |       467.6135 | 0.776660
    97 |      1003.8304 |      1268.9497 | 0.791072
    98 |      3959.3598 |      5042.9551 | 0.785127
    99 |     16002.8980 |     20508.4733 | 0.780307
   100 |     40868.8689 |     53096.1753 | 0.769714
   101 |     48631.4371 |     64144.4906 | 0.758155
   102 |     40585.8578 |     54321.6149 | 0.747140
   103 |     58447.8584 |     80553.6014 | 0.725577
   104 |      5503.5730 |      7944.3771 | 0.692763
   106 |         0.1019 |         0.1018 | 1.000126
   107 |         0.3374 |         0.5409 | 0.623806
   108 |         1.4850 |         1.5906 | 0.933598
   109 |        31.9607 |        45.6020 | 0.700860
   110 |        84.5879 |       117.0806 | 0.722476
   111 |       223.4147 |       290.8252 | 0.768210
   112 |       639.7634 |       831.5654 | 0.769348
   113 |      2475.8397 |      3169.7031 | 0.781095
   114 |     10031.1393 |     13024.2951 | 0.770187
   115 |     27443.6006 |     35996.8605 | 0.762389
   116 |     37172.3328 |     49372.4159 | 0.752897
   117 |     34494.8557 |     46580.9219 | 0.740536
   118 |     54713.0811 |     75972.4254 | 0.720170
   119 |      7241.6678 |     10525.4564 | 0.688015
   122 |         0.0777 |         0.0729 | 1.065971
   124 |         7.6210 |        10.5134 | 0.724885
   125 |        28.3305 |        36.9089 | 0.767580
   126 |        75.4970 |        96.6746 | 0.780939
   127 |       222.3115 |       291.2765 | 0.763232
   128 |       901.1072 |      1182.4695 | 0.762055
   129 |      3546.2094 |      4635.2431 | 0.765054
   130 |     10583.2662 |     14041.3275 | 0.753723
   131 |     16341.4885 |     21975.5309 | 0.743622
   132 |     16825.3093 |     22965.9008 | 0.732621
   133 |     30467.7688 |     42622.2417 | 0.714833
   134 |      5668.3021 |      8333.4816 | 0.680184
   138 |         0.2375 |         0.2739 | 0.867015
   139 |         0.7616 |         0.7459 | 1.021091
   140 |         5.4551 |         7.7179 | 0.706811
   141 |        18.4374 |        24.3577 | 0.756945
   142 |        66.9151 |        87.6383 | 0.763537
   143 |       238.3016 |       316.5727 | 0.752755
   144 |       946.9566 |      1262.9047 | 0.749824
   145 |      3074.6144 |      4173.9573 | 0.736619
   146 |      5252.8761 |      7177.0048 | 0.731904
   147 |      6042.5401 |      8333.0994 | 0.725125
   148 |     12903.2607 |     18300.7039 | 0.705069
   149 |      3349.4842 |      4983.7548 | 0.672080
   155 |         0.6107 |         0.5138 | 1.188420
   156 |         2.9408 |         3.7065 | 0.793426
   157 |        14.5701 |        18.4402 | 0.790126
   158 |        54.6007 |        70.7450 | 0.771797
   159 |       218.5903 |       299.2992 | 0.730340
   160 |       742.6774 |      1003.7085 | 0.739933
   161 |      1405.5624 |      1936.2007 | 0.725938
   162 |      1847.3308 |      2602.5714 | 0.709810
   163 |      4683.7193 |      6702.3401 | 0.698819
   164 |      1644.0884 |      2484.7729 | 0.661665
   171 |         0.7284 |         0.7453 | 0.977251
   172 |         3.4744 |         3.8990 | 0.891110
   173 |        10.8300 |        15.3521 | 0.705444
   174 |        42.4282 |        62.5734 | 0.678055
   175 |       144.8694 |       202.7555 | 0.714503
   176 |       312.5270 |       435.7296 | 0.717250
   177 |       492.1126 |       719.1117 | 0.684334
   178 |      1458.8796 |      2098.7061 | 0.695133
   179 |       677.8705 |      1023.6823 | 0.662188
   186 |         0.2415 |         0.1397 | 1.728461
   187 |         1.4213 |         2.5770 | 0.551548
   188 |         2.2104 |         2.6288 | 0.840830
   189 |         6.4504 |         8.8642 | 0.727697
   190 |        33.1841 |        43.4824 | 0.763162
   191 |        72.1879 |       106.1348 | 0.680153
   192 |       105.1486 |       148.0015 | 0.710456
   193 |       385.8247 |       576.2872 | 0.669501
   194 |       235.4771 |       357.4923 | 0.658691
   204 |         0.5496 |         0.4795 | 1.146221
   205 |         3.1896 |         4.4627 | 0.714722
   206 |        13.5084 |        19.0965 | 0.707374
   207 |        20.1809 |        28.1305 | 0.717402
   208 |        89.1195 |       139.6068 | 0.638361
   209 |        75.7054 |       112.2445 | 0.674469
   218 |         0.4292 |         0.5096 | 0.842228
   220 |         0.3558 |         0.4882 | 0.728856
   221 |         2.3430 |         3.0993 | 0.755957
   222 |         2.3705 |         3.1644 | 0.749124
   223 |        18.1196 |        24.2306 | 0.747797
   224 |        17.8617 |        25.2253 | 0.708088
   234 |         0.3998 |         0.6189 | 0.645957
