>>> [main] B-Tag Reweight: QCD_HT1000to1500

  [BTagSFProcessor] b-tag JSON: /Users/jhlee/correctionLib/corrections/jsonpog-integration/POG/BTV/2017_UL/btagging.json.gz
  [BTagSFProcessor] deepJet_shape inputs (5): systematic flavor abseta pt discriminant 
  [BTagSFProcessor] trigger SF JSON: TriggerSF/trigger_sf.json.gz
  [BTagSFProcessor] Init complete.


╔══════════════════════════════════════════════════════════════╗
║          B-Tag Reweight Configuration                        ║
╠══════════════════════════════════════════════════════════════╣
║ [Section 1] Path & I/O                                       ║
╟──────────────────────────────────────────────────────────────╢
  Input base dir : /Users/jhlee/ttHH/ntuple/skimmed/gen_tier3/
  Tree path      : Tree/Tree
  Trigger SF JSON: TriggerSF/trigger_sf.json.gz
╟──────────────────────────────────────────────────────────────╢
║ [Section 1-C] B-Tag Reweight                                 ║
╟──────────────────────────────────────────────────────────────╢
  btagCorrectionName    : deepJet_shape
  btagReweightJSON      : btagNormReweight.json
  btagOutPrefix         : bTagReweight_
  btagMaxNJetsBin       : 25
  btagMaxJetsForPerJet  : 12
  btagSystematics       : 19 variations
  btagJSONPaths         :
    /cvmfs/cms-griddata.cern.ch/cat/metadata/BTV/Run2-2017-UL-NanoAODv9/latest/btagging.json.gz
    /Users/jhlee/correctionLib/corrections/jsonpog-integration/POG/BTV/2017_UL/btagging.json.gz
╟──────────────────────────────────────────────────────────────╢
║ Reweight Axis                                                ║
╟──────────────────────────────────────────────────────────────╢
  useHTForReweight      : TRUE (2D: nJets × HT)
  reweightHT_edges      : [500, 550, 600, 700, 800, 1000, 1100, 1200, 1300, 1400, 1500, 1600, 1700, 1800, 2100, 2500]
  nHTBins               : 15
  totalReweightBins     : 390
╟──────────────────────────────────────────────────────────────╢
║ [Section 2] Analysis Flags                                   ║
╟──────────────────────────────────────────────────────────────╢
  minNJets         : 6
  verbose          : false
  progressInterval : 10000000
╟──────────────────────────────────────────────────────────────╢
║ [Section 3] Histogram Definitions                            ║
╟──────────────────────────────────────────────────────────────╢
  nJets  : 20 bins [5.5, 25.5]
  HT     : 50 bins [0, 2500] GeV
  nbJets : 10 bins [-0.5, 9.5]
  jetPt  : 50 bins [0, 600] GeV
  bTag   : 50 bins [0, 1]
╚══════════════════════════════════════════════════════════════╝

Sample Name: QCD_HT1000to1500
  Type   : MC
  Weight : 3.28581

>>> Total entries: 1214471

  Reweight mode  : 2D (nJets × HT)
  Total flat bins: 390
  nHTBins        : 15

╔══════════════════════════════════════════════════════════════╗
║  Pass 1: Accumulating per-process (Σω_noSF, Σω_withSF)       ║
║  Process groups for this sample: tt+LF
╚══════════════════════════════════════════════════════════════╝
    [Pass 1] 0 / 1214471 (0.0%)

  Per-process accumulators (central):
  ── tt+LF ──
  bin  | sumNoSF        | sumWithSF      | local r (preview)
  -----+----------------+----------------+---------
    90 |        19.8004 |        26.0129 | 0.761176
    91 |        68.6336 |        78.4391 | 0.874993
    92 |       512.5511 |       615.4520 | 0.832804
    93 |      1774.2551 |      2053.2804 | 0.864108
    94 |     35894.9774 |     41874.3802 | 0.857206
    95 |    134283.7642 |    158260.2860 | 0.848499
    96 |    323158.1342 |    384614.6081 | 0.840213
    97 |    280699.3021 |    340342.1939 | 0.824756
    98 |    190438.6376 |    235643.0962 | 0.808166
    99 |    113903.5293 |    142824.9134 | 0.797505
   100 |     57392.5438 |     73227.7629 | 0.783754
   101 |     18337.7300 |     23949.8666 | 0.765671
   102 |      4924.2699 |      6551.4273 | 0.751633
   103 |      2065.3598 |      2834.4238 | 0.728670
   104 |        54.1427 |        85.1313 | 0.635991
   105 |         2.8226 |         2.4076 | 1.172359
   106 |        20.1708 |        25.7462 | 0.783449
   107 |       244.9866 |       292.7014 | 0.836985
   108 |      1048.0060 |      1244.5207 | 0.842096
   109 |     24359.7223 |     28969.5940 | 0.840872
   110 |     86823.3854 |    103624.2160 | 0.837868
   111 |    222667.2427 |    268337.1846 | 0.829804
   112 |    227224.2543 |    277431.2978 | 0.819029
   113 |    163278.7226 |    203671.7360 | 0.801676
   114 |    105027.2110 |    133328.2878 | 0.787734
   115 |     60004.7635 |     77401.6175 | 0.775239
   116 |     23165.0839 |     30318.8568 | 0.764049
   117 |      7437.7945 |      9865.3534 | 0.753931
   118 |      3641.1348 |      4953.0983 | 0.735123
   119 |       143.9920 |       225.3181 | 0.639061
   120 |         0.3813 |         0.3850 | 0.990447
   121 |         2.3378 |         4.0299 | 0.580119
   122 |        50.3048 |        60.4082 | 0.832747
   123 |       267.1946 |       331.9338 | 0.804964
   124 |      7982.0868 |      9620.5162 | 0.829694
   125 |     31239.9939 |     37923.7579 | 0.823758
   126 |     84217.3357 |    102470.5395 | 0.821869
   127 |    102019.2375 |    125992.1362 | 0.809727
   128 |     80053.3557 |    100305.9055 | 0.798092
   129 |     56060.3176 |     71575.9553 | 0.783228
   130 |     35037.9915 |     45714.2514 | 0.766457
   131 |     16187.9298 |     21273.0604 | 0.760959
   132 |      5824.8019 |      7825.7343 | 0.744314
   133 |      3273.2344 |      4398.7018 | 0.744136
   134 |       124.7221 |       180.8386 | 0.689687
   137 |         3.5108 |         4.3172 | 0.813216
   138 |        49.7555 |        62.1202 | 0.800956
   139 |      1927.1422 |      2346.8950 | 0.821145
   140 |      7852.3944 |      9768.5744 | 0.803842
   141 |     23350.3165 |     28886.9552 | 0.808334
   142 |     33917.4930 |     42367.0397 | 0.800563
   143 |     30497.8489 |     38845.3195 | 0.785110
   144 |     22540.7368 |     29141.9621 | 0.773480
   145 |     15316.1732 |     20241.8358 | 0.756659
   146 |      8208.0476 |     10794.6176 | 0.760383
   147 |      3645.1272 |      4943.1133 | 0.737415
   148 |      2251.0681 |      3109.6972 | 0.723887
   149 |       170.9268 |       251.0136 | 0.680946
   153 |         3.5276 |         4.7331 | 0.745291
   154 |       325.3013 |       379.3803 | 0.857455
   155 |      1553.8407 |      1962.4078 | 0.791803
   156 |      5042.6890 |      6214.7626 | 0.811405
   157 |      8839.7955 |     11143.4275 | 0.793274
   158 |      8603.7359 |     11079.9729 | 0.776512
   159 |      7227.6303 |      9385.2713 | 0.770104
   160 |      5562.7622 |      7363.4104 | 0.755460
